,CustomerID,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,SegmentID,Account_Creation,Segment
3523,15037,MR.,JAIME,RAJI,1979-08-23,S,M,jaime44@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y,3,2016-04-25,Consumer
3524,15038,MR.,CEDRIC,YANG,1978-07-12,M,M,cedric5@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y,3,2016-04-27,Consumer
3525,15039,MRS.,MICHELE,XIE,1977-04-05,S,F,michele3@adventure-works.com,"$10,000 ",1,High School,Manual,N,3,2016-12-27,Consumer
3526,15040,MR.,GEORGE,LOPEZ,1977-06-10,M,M,george23@adventure-works.com,"$10,000 ",1,High School,Manual,Y,3,2016-04-24,Consumer
3527,15041,MRS.,MICHELE,GOEL,1977-09-08,M,F,michele20@adventure-works.com,"$10,000 ",1,High School,Manual,Y,3,2016-04-28,Consumer
3528,15042,MR.,BRYANT,PEREZ,1977-01-21,S,M,bryant20@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,3,2016-04-24,Consumer
3529,15043,MR.,JOEL,GONZALEZ,1977-05-10,S,M,joel17@adventure-works.com,"$20,000 ",0,Partial College,Manual,Y,3,2016-04-15,Consumer
3530,15044,MS.,VALERIE,HU,1977-08-10,S,F,valerie22@adventure-works.com,"$20,000 ",0,Partial College,Manual,Y,3,2016-04-17,Consumer
3531,15046,MRS.,CASEY,TANG,1943-11-18,M,F,casey4@adventure-works.com,"$40,000 ",1,Graduate Degree,Clerical,Y,3,2015-01-18,Consumer
3532,15047,MRS.,MEGHAN,VAZQUEZ,1961-08-11,M,F,meghan14@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y,3,2015-01-19,Consumer
3533,15048,MRS.,BONNIE,YUAN,1961-06-19,M,F,bonnie12@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y,3,2015-02-01,Consumer
3534,15049,MR.,FRANK,DOMINGUEZ,1960-03-24,S,M,frank20@adventure-works.com,"$10,000 ",1,High School,Manual,N,3,2017-05-29,Consumer
3535,15050,MR.,JOSHUA,MILLER,1960-12-10,S,M,joshua8@adventure-works.com,"$20,000 ",1,Partial College,Manual,N,3,2015-06-28,Consumer
3536,15051,,HAROLD,MCDONALD,1960-05-23,S,,harold11@adventure-works.com,"$20,000 ",1,Partial College,Manual,N,3,2015-02-09,Consumer
3537,15052,MRS.,KARI,MORENO,1960-05-05,M,F,kari26@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y,3,2016-08-17,Consumer
3538,15053,MR.,KURT,ANDERSEN,1959-11-09,S,M,kurt13@adventure-works.com,"$10,000 ",1,High School,Manual,N,3,2017-03-20,Consumer
3539,15054,MR.,ROGER,ANAND,1959-02-14,S,M,roger50@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,3,2015-06-08,Consumer
3540,15055,MR.,PATRICK,TORRES,1959-07-22,M,M,patrick10@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,3,2015-06-02,Consumer
3541,15056,MRS.,JAIME,SUAREZ,1959-04-02,M,F,jaime21@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,3,2015-02-13,Consumer
3542,15057,MRS.,REGINA,CHANDRA,1959-06-27,S,F,regina2@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,3,2016-10-09,Consumer
3543,15058,MR.,JULIO,SUAREZ,1959-11-27,M,M,julio20@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y,3,2015-02-10,Consumer
3544,15059,MRS.,LISA,ZHU,1959-09-14,M,F,lisa17@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y,3,2015-02-09,Consumer
3545,15060,MR.,MAX,VAZQUEZ,1958-12-24,S,M,max14@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y,3,2016-02-26,Consumer
3546,15061,MRS.,MARGARET,MA,1960-05-28,M,F,margaret22@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y,3,2015-12-23,Consumer
3547,15062,MRS.,JAIME,ALONSO,1960-09-22,S,F,jaime9@adventure-works.com,"$30,000 ",3,Graduate Degree,Clerical,Y,3,2015-02-05,Consumer
3548,15063,MRS.,KARI,MALHOTRA,1960-06-19,M,F,kari6@adventure-works.com,"$30,000 ",3,Bachelors,Clerical,Y,3,2015-06-21,Consumer
3549,15065,MR.,ALEJANDRO,GAO,1970-05-15,S,M,alejandro18@adventure-works.com,"$10,000 ",1,High School,Manual,N,3,2016-09-03,Consumer
3550,15066,MRS.,DIANA,MUNOZ,1970-03-05,M,F,diana6@adventure-works.com,"$10,000 ",1,High School,Manual,Y,3,2017-02-21,Consumer
3551,15067,MRS.,DANA,ALVAREZ,1970-02-05,S,F,dana20@adventure-works.com,"$10,000 ",2,High School,Manual,Y,3,2015-12-24,Consumer
3552,15068,MS.,JESSICA,BARNES,1970-02-17,S,F,jessica27@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,3,2016-11-06,Consumer
3553,15069,MR.,NOAH,LAL,1970-03-23,S,M,noah24@adventure-works.com,"$20,000 ",0,Partial College,Manual,Y,3,2016-09-04,Consumer
3554,15071,MS.,KRISTA,GUTIERREZ,1970-12-17,S,F,krista11@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,3,2015-12-11,Consumer
3555,15072,MS.,WHITNEY,SUBRAM,1970-07-04,S,F,whitney12@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,3,2015-12-11,Consumer
3556,15073,MS.,TASHA,CHANDER,1970-05-07,M,F,tasha16@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,3,2015-06-04,Consumer
3557,15074,MRS.,ELIZABETH,PERRY,1920-02-26,M,F,elizabeth37@adventure-works.com,"$10,000 ",3,Bachelors,Clerical,N,3,2016-12-05,Consumer
3558,15075,MRS.,ALEXA,KELLY,1920-09-15,M,F,alexa2@adventure-works.com,"$10,000 ",3,Bachelors,Clerical,N,3,2016-08-27,Consumer
3559,15076,MS.,SHEILA,RAMOS,1969-06-20,M,F,sheila16@adventure-works.com,"$20,000 ",0,Partial College,Manual,N,3,2017-06-20,Consumer
3560,15077,MS.,DOMINIQUE,LOPEZ,1969-05-16,M,F,dominique14@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,3,2015-02-06,Consumer
3561,15078,MR.,JACOB,WILSON,1969-08-10,S,M,jacob7@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,N,3,2015-02-04,Consumer
3562,15079,MR.,JOSE,MARTIN,1969-06-04,M,M,jose76@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y,3,2015-12-26,Consumer
3563,15080,MS.,EVELYN,CHANDRA,1969-11-09,M,F,evelyn2@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,3,2015-06-30,Consumer
3564,15081,MS.,DAISY,MUNOZ,1969-12-20,M,F,daisy3@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,3,2015-02-02,Consumer
3565,15082,MR.,KELVIN,LAL,1969-06-13,M,M,kelvin5@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,3,2015-12-12,Consumer
3566,15083,MS.,TERESA,GUTIERREZ,1969-07-05,M,F,teresa11@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,3,2015-03-18,Consumer
3567,15084,MS.,ADRIENNE,SERRANO,1969-09-20,S,F,adrienne13@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,3,2015-07-25,Consumer
3568,15085,MS.,KRISTIN,JAI,1969-07-02,S,F,kristin12@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y,3,2016-01-31,Consumer
3569,15087,MS.,ROBIN,SANZ,1969-05-04,S,F,robin15@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,N,3,2015-03-24,Consumer
3570,15089,MR.,MARTIN,PRASAD,1969-11-02,M,M,martin14@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y,3,2015-03-26,Consumer
3571,15090,MR.,TROY,MEHTA,1953-06-24,S,M,troy15@adventure-works.com,"$10,000 ",2,High School,Manual,Y,3,2017-01-24,Consumer
3572,15092,MR.,ADRIAN,MORRIS,1954-08-18,M,M,adrian19@adventure-works.com,"$80,000 ",3,Partial College,Professional,Y,3,2016-10-20,Consumer
3573,15093,MR.,JOHNNY,MOYER,1944-02-17,M,M,johnny20@adventure-works.com,"$70,000 ",5,High School,Professional,Y,3,2016-01-20,Consumer
3574,15094,MRS.,WENDY,ORTEGA,1944-03-19,M,F,wendy20@adventure-works.com,"$70,000 ",5,High School,Professional,Y,3,2016-01-01,Consumer
3575,15095,MRS.,JODI,SHAN,1945-01-05,M,F,jodi10@adventure-works.com,"$70,000 ",5,High School,Professional,N,3,2016-01-16,Consumer
3576,15096,MR.,GARY,SCHARE,1945-07-17,M,M,gary4@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y,3,2017-03-21,Consumer
3577,15097,MRS.,MORGAN,BENNETT,1945-04-23,M,F,morgan71@adventure-works.com,"$110,000 ",3,Bachelors,Management,Y,3,2015-03-18,Consumer
3578,15099,MR.,ALVIN,MA,1946-06-09,S,M,alvin15@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y,3,2016-12-15,Consumer
3579,15100,MRS.,BRENDA,CHANDRA,1946-11-23,M,F,brenda6@adventure-works.com,"$110,000 ",3,Bachelors,Management,N,3,2015-07-07,Consumer
3580,15101,MR.,SHAWN,SHAN,1946-10-17,S,M,shawn12@adventure-works.com,"$120,000 ",4,Bachelors,Management,Y,3,2015-07-07,Consumer
3581,15102,MR.,ALLEN,MALHOTRA,1946-08-14,M,M,allen4@adventure-works.com,"$130,000 ",4,Partial College,Professional,Y,3,2017-04-17,Consumer
3582,15103,MR.,JONATHAN,LOPEZ,1953-03-08,M,M,jonathan50@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,3,2016-09-04,Consumer
3583,15104,MRS.,ASHLEY,THOMPSON,1953-02-04,M,F,ashley16@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,3,2017-01-21,Consumer
3584,15105,MRS.,TINA,RANA,1954-10-09,M,F,tina13@adventure-works.com,"$100,000 ",3,High School,Professional,Y,3,2016-09-03,Consumer
3585,15106,MR.,SHANNON,NAVARRO,1954-11-07,M,M,shannon31@adventure-works.com,"$170,000 ",3,High School,Professional,Y,3,2015-03-28,Consumer
3586,15108,MRS.,COLLEEN,GAO,1953-07-06,M,F,colleen15@adventure-works.com,"$130,000 ",4,Partial College,Professional,Y,3,2016-12-10,Consumer
3587,15109,MRS.,MEGHAN,CARLSON,1952-06-10,M,F,meghan17@adventure-works.com,"$80,000 ",4,High School,Professional,Y,3,2016-12-15,Consumer
3588,15110,MRS.,JANELLE,PRASAD,1952-02-26,M,F,janelle8@adventure-works.com,"$100,000 ",3,Partial College,Professional,Y,3,2017-06-29,Consumer
3589,15111,MRS.,LEAH,HUANG,1951-09-09,M,F,leah4@adventure-works.com,"$80,000 ",4,High School,Professional,Y,3,2015-11-17,Consumer
3590,15112,MRS.,ALICIA,LUO,1951-11-18,M,F,alicia4@adventure-works.com,"$80,000 ",4,High School,Professional,Y,3,2016-08-15,Consumer
3591,15113,MR.,ROBERT,SMITH,1951-06-04,M,M,robert84@adventure-works.com,"$80,000 ",5,High School,Professional,Y,3,2015-01-13,Consumer
3592,15114,MRS.,ERIKA,MUNOZ,1951-10-27,M,F,erika5@adventure-works.com,"$110,000 ",4,Partial College,Professional,Y,3,2015-07-04,Consumer
3593,15115,MR.,CHRISTIAN,PATTERSON,1950-06-13,S,M,christian25@adventure-works.com,"$90,000 ",4,High School,Management,Y,3,2017-01-11,Consumer
3594,15116,MRS.,MACKENZIE,RAMIREZ,1950-04-26,M,F,mackenzie5@adventure-works.com,"$100,000 ",3,Partial College,Management,N,3,2015-07-04,Consumer
3595,15117,MRS.,DANA,DOMINGUEZ,1949-05-14,M,F,dana5@adventure-works.com,"$100,000 ",3,Partial College,Management,Y,3,2015-07-22,Consumer
3596,15118,MR.,NELSON,ORTEGA,1949-07-09,M,M,nelson21@adventure-works.com,"$170,000 ",5,High School,Management,Y,3,2015-03-03,Consumer
3597,15119,MR.,JOHNNY,TANG,1947-10-07,M,M,johnny4@adventure-works.com,"$120,000 ",5,Partial High School,Professional,Y,3,2016-11-26,Consumer
3598,15120,MS.,ERIKA,SUAREZ,1976-02-17,M,F,erika16@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y,3,2016-04-10,Consumer
3599,15121,MR.,BRENDAN,ANDERSEN,1976-06-17,S,M,brendan11@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,3,2016-04-27,Consumer
3600,15122,MS.,ABBY,RAMAN,1976-12-11,S,F,abby9@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y,3,2016-04-12,Consumer
3601,15123,MR.,SERGIO,LOPEZ,1975-09-26,S,M,sergio17@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y,3,2017-01-28,Consumer
3602,15125,MR.,CORY,MARTINEZ,1975-02-07,S,M,cory15@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,3,2016-08-19,Consumer
3603,15126,MR.,MANUEL,SANCHEZ,1975-02-21,S,M,manuel18@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y,3,2016-08-24,Consumer
3604,15128,MS.,ANGELICA,BARNES,1974-05-22,S,F,angelica2@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,3,2016-10-19,Consumer
3605,15129,MS.,JENNIFER,PATTERSON,1973-10-06,M,F,jennifer84@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,3,2016-04-14,Consumer
3606,15130,MR.,ROGER,MA,1973-09-14,S,M,roger20@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,3,2016-04-10,Consumer
3607,15131,MS.,LACEY,SUN,1972-02-24,S,F,lacey25@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y,3,2017-02-10,Consumer
3608,15132,MS.,JENNY,PAL,1973-03-22,M,F,jenny34@adventure-works.com,"$100,000 ",0,High School,Management,Y,3,2017-01-28,Consumer
3609,15133,MR.,RAUL,RAI,1973-07-07,M,M,raul15@adventure-works.com,"$120,000 ",5,Partial High School,Professional,Y,3,2016-04-27,Consumer
3610,15134,MS.,MEAGAN,RAMAN,1972-11-21,S,F,meagan12@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,3,2016-04-26,Consumer
3611,15135,MR.,DEREK,KUMAR,1972-02-15,S,M,derek7@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,3,2016-04-24,Consumer
3612,15136,MS.,EMMA,JOHNSON,1972-05-02,M,F,emma0@adventure-works.com,"$100,000 ",0,High School,Management,N,3,2016-08-03,Consumer
3613,15137,MR.,LUKE,FOSTER,1972-08-13,M,M,luke5@adventure-works.com,"$100,000 ",0,High School,Management,Y,3,2016-08-19,Consumer
3614,15138,MS.,MONIQUE,HERNANDEZ,1972-06-20,S,F,monique0@adventure-works.com,"$100,000 ",0,High School,Management,Y,3,2016-08-01,Consumer
3615,15139,MR.,COLIN,SHE,1971-05-02,M,M,colin23@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,3,2016-09-20,Consumer
3616,15140,MS.,DIANE,BRADLEY,1971-09-06,S,F,diane20@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,3,2016-08-08,Consumer
3617,15141,MS.,SANDRA,ZHENG,1971-10-22,S,F,sandra27@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y,3,2017-03-15,Consumer
3618,15142,MR.,KARL,NARA,1972-05-12,M,M,karl17@adventure-works.com,"$130,000 ",4,High School,Management,Y,3,2017-02-13,Consumer
3619,15143,MR.,KELVIN,WANG,1971-06-17,M,M,kelvin21@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,3,2016-04-02,Consumer
3620,15144,MS.,DEANNA,SERRANO,1971-04-04,S,F,deanna43@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,3,2016-04-07,Consumer
3621,15145,MS.,CRYSTAL,LU,1971-07-19,S,F,crystal12@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,3,2016-04-02,Consumer
3622,15146,MS.,ADRIANA,SARA,1971-06-12,M,F,adriana11@adventure-works.com,"$100,000 ",0,High School,Management,Y,3,2017-01-02,Consumer
3623,15147,MR.,CLARENCE,CHEN,1971-03-16,M,M,clarence38@adventure-works.com,"$100,000 ",0,High School,Management,Y,3,2016-10-21,Consumer
3624,15148,MR.,JAMES,WEST,1970-07-09,M,M,james40@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,3,2016-09-22,Consumer
3625,15149,MS.,NATALIE,MORGAN,1970-08-27,M,F,natalie6@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,3,2016-12-27,Consumer
3626,15150,MS.,COLLEEN,SHAN,1970-05-24,M,F,colleen34@adventure-works.com,"$110,000 ",0,High School,Management,N,3,2016-04-30,Consumer
3627,15151,MR.,KARL,SHEN,1971-12-14,M,M,karl2@adventure-works.com,"$110,000 ",0,Partial High School,Professional,Y,3,2016-04-17,Consumer
3628,15152,MS.,MEGHAN,MORENO,1971-06-15,M,F,meghan6@adventure-works.com,"$110,000 ",0,Partial High School,Professional,Y,3,2016-04-07,Consumer
3629,15153,MS.,KRISTEN,LI,1971-10-04,M,F,kristen3@adventure-works.com,"$110,000 ",0,Partial High School,Professional,N,3,2016-08-27,Consumer
3630,15154,MR.,JOE,HERNANDEZ,1971-09-07,M,M,joe27@adventure-works.com,"$130,000 ",0,Partial High School,Management,Y,3,2016-09-23,Consumer
3631,15155,MRS.,JAMIE,HARRISON,1941-09-08,M,F,jamie22@adventure-works.com,"$70,000 ",5,Graduate Degree,Management,Y,3,2015-07-18,Consumer
3632,15156,MR.,DYLAN,FOSTER,1941-02-22,M,M,dylan15@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y,3,2016-09-27,Consumer
3633,15157,MR.,JORDAN,GONZALEZ,1941-01-11,M,M,jordan62@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y,3,2016-08-05,Consumer
3634,15158,MRS.,VICTORIA,MOORE,1941-06-13,M,F,victoria9@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y,3,2016-08-17,Consumer
3635,15159,MR.,ERIC,WASHINGTON,1941-08-15,M,M,eric21@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y,3,2017-05-20,Consumer
3636,15160,MRS.,CANDACE,VAN,1942-01-20,M,F,candace3@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y,3,2016-06-28,Consumer
3637,15161,MRS.,TRINITY,JAMES,1942-08-16,S,F,trinity7@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y,3,2016-08-27,Consumer
3638,15162,MRS.,KAITLYN,BARNES,1942-10-03,M,F,kaitlyn70@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y,3,2017-02-21,Consumer
3639,15163,MRS.,VICTORIA,MURPHY,1942-07-06,M,F,victoria32@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y,3,2017-03-16,Consumer
3640,15165,MR.,CARL,ANAND,1943-07-12,M,M,carl21@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y,3,2017-01-09,Consumer
3641,15166,MRS.,NINA,GOEL,1943-09-11,M,F,nina19@adventure-works.com,"$130,000 ",2,Bachelors,Management,Y,3,2015-07-20,Consumer
3642,15167,MRS.,SARA,HERNANDEZ,1943-03-24,M,F,sara45@adventure-works.com,"$130,000 ",2,Bachelors,Management,Y,3,2015-07-25,Consumer
3643,15168,MR.,XAVIER,BELL,1944-12-07,M,M,xavier81@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,3,2017-03-23,Consumer
3644,15169,MR.,ZACHARY,MILLER,1953-04-05,M,M,zachary35@adventure-works.com,"$40,000 ",3,Partial College,Skilled Manual,Y,3,2016-04-04,Consumer
3645,15170,MR.,JERMAINE,MARTINEZ,1954-10-21,M,M,jermaine16@adventure-works.com,"$80,000 ",2,Partial College,Skilled Manual,Y,3,2016-04-18,Consumer
3646,15171,MRS.,DESTINY,JONES,1954-05-11,S,F,destiny3@adventure-works.com,"$80,000 ",2,Partial College,Skilled Manual,Y,3,2016-04-03,Consumer
3647,15172,MS.,ALEXANDRA,HILL,1975-02-14,S,F,alexandra63@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,Y,3,2016-08-07,Consumer
3648,15173,MR.,MIGUEL,HENDERSON,1975-10-15,S,M,miguel51@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,Y,3,2016-10-23,Consumer
3649,15174,MS.,TRINITY,ROGERS,1975-03-09,S,F,trinity16@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,3,2017-03-26,Consumer
3650,15175,MS.,KRISTI,MALHOTRA,1973-11-25,S,F,kristi21@adventure-works.com,"$70,000 ",0,Partial College,Professional,Y,3,2016-12-17,Consumer
3651,15176,MS.,KRISTI,RAMOS,1973-03-01,M,F,kristi13@adventure-works.com,"$70,000 ",0,Partial College,Professional,Y,3,2016-12-07,Consumer
3652,15177,MR.,JORGE,LU,1973-08-19,S,M,jorge13@adventure-works.com,"$70,000 ",0,Partial College,Professional,N,3,2017-05-28,Consumer
3653,15178,MR.,DREW,TANG,1955-07-19,M,M,drew4@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y,3,2016-04-20,Consumer
3654,15179,MR.,JAY,RUBIO,1956-01-07,S,M,jay51@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,N,3,2016-04-09,Consumer
3655,15180,MRS.,JILLIAN,SURI,1956-01-23,S,F,jillian1@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y,3,2016-04-10,Consumer
3656,15181,MRS.,ROSA,HUANG,1956-08-06,S,F,rosa6@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y,3,2016-04-12,Consumer
3657,15183,MRS.,MICHELE,RAJI,1957-01-20,S,F,michele22@adventure-works.com,"$70,000 ",2,High School,Professional,N,3,2016-04-11,Consumer
3658,15184,MR.,MATHEW,HERNANDEZ,1958-04-27,S,M,mathew0@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,3,2016-04-20,Consumer
3659,15186,MS.,LEAH,YANG,1958-07-21,M,F,leah3@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y,3,2016-10-02,Consumer
3660,15187,MR.,BENJAMIN,BROWN,1973-11-03,S,M,benjamin36@adventure-works.com,"$80,000 ",0,Bachelors,Management,N,3,2016-12-22,Consumer
3661,15188,MR.,ISAAC,WATSON,1974-03-10,S,M,isaac0@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y,3,2015-07-15,Consumer
3662,15189,MS.,KAYLA,RUSSELL,1974-08-15,M,F,kayla44@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y,3,2015-07-27,Consumer
3663,15190,MS.,KATHERINE,WATSON,1974-08-19,S,F,katherine21@adventure-works.com,"$60,000 ",0,Partial College,Professional,N,3,2017-06-07,Consumer
3664,15191,MR.,ANDRES,KUMAR,1974-08-19,S,M,andres4@adventure-works.com,"$60,000 ",0,High School,Professional,N,3,2015-07-11,Consumer
3665,15192,MS.,TASHA,SHAN,1959-10-25,S,F,tasha11@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,N,3,2016-04-02,Consumer
3666,15194,MR.,ERIK,SUAREZ,1966-11-24,S,M,erik19@adventure-works.com,"$120,000 ",2,Bachelors,Management,N,3,2015-07-21,Consumer
3667,15195,MR.,EDWIN,HUANG,1966-09-07,S,M,edwin6@adventure-works.com,"$120,000 ",2,Bachelors,Management,Y,3,2015-07-13,Consumer
3668,15196,MR.,ISAIAH,REED,1966-06-26,S,M,isaiah20@adventure-works.com,"$120,000 ",2,Bachelors,Management,Y,3,2015-07-30,Consumer
3669,15197,MR.,ELIJAH,KUMAR,1957-09-19,M,M,elijah2@adventure-works.com,"$60,000 ",2,High School,Professional,N,3,2017-01-07,Consumer
3670,15198,MRS.,LAUREN,WATSON,1957-10-02,M,F,lauren43@adventure-works.com,"$60,000 ",2,High School,Professional,N,3,2016-08-11,Consumer
3671,15199,MR.,JOE,JORDAN,1957-03-11,M,M,joe5@adventure-works.com,"$70,000 ",3,Partial College,Professional,Y,3,2015-07-04,Consumer
3672,15200,MRS.,MINDY,SIMPSON,1957-02-10,M,F,mindy6@adventure-works.com,"$70,000 ",3,Partial College,Professional,Y,3,2015-08-14,Consumer
3673,15201,MRS.,MIRANDA,WASHINGTON,1957-03-08,S,F,miranda13@adventure-works.com,"$90,000 ",2,Partial College,Professional,Y,3,2016-12-27,Consumer
3674,15202,MR.,BLAKE,BRYANT,1957-10-26,M,M,blake66@adventure-works.com,"$90,000 ",2,Partial College,Professional,Y,3,2017-01-30,Consumer
3675,15203,MR.,DAVID,LEWIS,1957-09-17,M,M,david84@adventure-works.com,"$90,000 ",2,Partial College,Professional,Y,3,2015-08-02,Consumer
3676,15204,MRS.,DEANNA,GONZALEZ,1967-07-22,M,F,deanna22@adventure-works.com,"$90,000 ",4,Bachelors,Professional,Y,3,2016-04-10,Consumer
3677,15205,MRS.,SHAWNA,BLACK,1967-12-22,S,F,shawna19@adventure-works.com,"$90,000 ",4,Bachelors,Professional,Y,3,2016-04-13,Consumer
3678,15206,MR.,MAURICE,ANDERSEN,1967-04-12,M,M,maurice14@adventure-works.com,"$90,000 ",4,Bachelors,Professional,N,3,2016-12-02,Consumer
3679,15209,MR.,FRANK,ROMERO,1962-07-20,M,M,frank16@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y,3,2016-04-24,Consumer
3680,15210,MR.,KURT,RAJE,1962-12-26,S,M,kurt14@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y,3,2016-04-05,Consumer
3681,15211,MR.,KENNETH,LUO,1961-03-06,S,M,kenneth6@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,N,3,2016-04-08,Consumer
3682,15212,MR.,MARCUS,HENDERSON,1961-07-14,M,M,marcus54@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y,3,2016-10-15,Consumer
3683,15213,MRS.,BRIANA,MARTIN,1961-07-06,M,F,briana0@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,3,2016-04-07,Consumer
3684,15214,MS.,AMANDA,JENKINS,1966-11-16,S,F,amanda28@adventure-works.com,"$100,000 ",0,Graduate Degree,Management,N,3,2016-05-16,Consumer
3685,15215,MR.,ALBERTO,JIMÉNEZ,1966-09-25,S,M,alberto7@adventure-works.com,"$100,000 ",0,Graduate Degree,Management,N,3,2016-05-19,Consumer
3686,15216,MRS.,DESIREE,GUTIERREZ,1960-06-16,M,F,desiree7@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,3,2016-08-15,Consumer
3687,15217,MR.,ETHAN,JAI,1960-02-19,S,M,ethan28@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,3,2016-08-19,Consumer
3688,15218,MR.,WILLIE,JOHNSEN,1965-09-06,S,M,willie30@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y,3,2016-05-30,Consumer
3689,15219,MR.,CLAYTON,CHEN,1965-02-22,S,M,clayton2@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,3,2016-05-11,Consumer
3690,15220,MR.,MICAH,LIU,1964-09-10,S,M,micah14@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,3,2016-05-28,Consumer
3691,15221,MR.,TROY,ARUN,1964-03-11,S,M,troy7@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,3,2016-05-13,Consumer
